261/11678;alpha: fixed point computation (Integral tests (3 decimals));0.293346;0.02411;0.317576;193072;96392
262/11678;alpha: fixed point computation (FP tests (3 decimals));0.277497;0.036195;0.313836;193112;96160
263/11678;alpha: fixed point computation (FP pp tests (3 decimals));0.29756;0.024126;0.321812;193204;96136
264/11678;alpha: fitness (from/to raw fitness is identity);0.300985;0.020065;0.321148;192980;96140
265/11678;alpha: fitness (locked round is smaller than round);0.296107;0.02801;0.324224;192976;96228
266/11678;alpha: fitness (compare fitness = compare raw_fitness);0.281827;0.040261;0.322207;193240;96396
267/11678;alpha: Destination_repr.ml (Json decoding compat implicit contract (null address));0.305513;0.016079;0.321712;192944;96140
268/11678;alpha: Destination_repr.ml (Json decoding compat smart contract (liquidity baking dex));0.287081;0.031897;0.319098;192944;96140
269/11678;alpha: Destination_repr.ml (Binary Contract_repr to Destination_repr (null address));0.29045;0.027851;0.318437;192940;96140
270/11678;alpha: Destination_repr.ml (Binary Contract_repr to Destination_repr (liquidity baking dex));0.287094;0.031899;0.319096;192940;96140
271/11678;alpha: Destination_repr.ml (Binary Destination_repr to Contract_repr (null address));0.277339;0.044213;0.321662;193072;96336
272/11678;alpha: Destination_repr.ml (Binary Destination_repr to Contract_repr (liquidity baking dex));0.280332;0.036042;0.31648;193068;96396
273/11678;alpha: Destination_repr.ml (Json encoding compatibility Contract_repr to Destination_repr with dummy contracts);0.293007;0.020068;0.313226;193200;96356
274/11678;alpha: Destination_repr.ml (Binary encoding compatibility Contract_repr to Destination_repr with dummy contracts);0.297378;0.020093;0.317568;192948;96140
275/11678;alpha: Destination_repr.ml (Comparison of destinations);0.304558;0.016029;0.320689;193232;96396
276/11678;alpha: dal slot proof ([test] add a slot on top of genesis that breaks ordering);0.420838;0.036071;0.457029;193328;96564
277/11678;alpha: dal slot proof ([test] add a slot on top of genesis that satisfies ordering (1/2));0.43506;0.023948;0.459116;193452;96564
278/11678;alpha: dal slot proof ([test] add a slot on top of genesis that satisfies ordering (2/2));0.434205;0.019917;0.454283;193088;96564
279/11678;alpha: dal slot proof ([test] add two slots on top of genesis that satisfy ordering);0.436021;0.028001;0.464126;193328;96564
